privacy-aware-worker  | WARNING:app:No embed test passed; falling back to first matched env candidate: nomic-embed-text
privacy-aware-worker  | INFO:httpx:HTTP Request: POST http://chromadb:8000/api/v2/tenants/default_tenant/databases/default_database/collections/ba9d8e60-1626-4676-8d4b-04eb8ed1750e/get "HTTP/1.1 200 OK"
privacy-aware-worker  | INFO:app:Hybrid Search: Found 13 EXACT matches for 'STU20240507'
privacy-aware-worker  | INFO:app:Hybrid Search: After round-robin diversification: 13 records from 4 file types
privacy-aware-worker  | INFO:app:CHROMA FINAL RESULTS: 33 chunks (Primary + Hybrid)
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_5223 Distance: 0.0
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_5222 Distance: 0.0
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_5221 Distance: 0.0
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_5220 Distance: 0.0
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_5219 Distance: 0.0
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_5218 Distance: 0.0
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_5217 Distance: 0.0
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_5216 Distance: 0.0
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_11167 Distance: 0.0
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_5215 Distance: 0.0
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_10167 Distance: 0.0
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_23436 Distance: 243.31499
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_31 Distance: 243.31499
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_23416 Distance: 243.64769
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_11 Distance: 243.64769
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_23439 Distance: 245.69876
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_34 Distance: 245.69876
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_23452 Distance: 248.70795
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_47 Distance: 248.70795
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_23431 Distance: 248.74167
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_26 Distance: 248.74167
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_23417 Distance: 249.60172
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_12 Distance: 249.60172
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_23480 Distance: 252.52466
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_75 Distance: 252.52466
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_23428 Distance: 252.53793
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_23 Distance: 252.53793
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_23409 Distance: 252.71127
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_4 Distance: 252.71127
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_23464 Distance: 252.88716
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_59 Distance: 252.88716
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_23474 Distance: 253.97874
privacy-aware-worker  | INFO:app:DEBUG: Doc doc_1_69 Distance: 253.97874
privacy-aware-worker  | INFO:app:CHAT: Final context assembly complete. 20 records. Total len: 6478
privacy-aware-worker  | INFO:app:ASSEMELD CONTEXT (1000 chars): DOCUMENT RECORD 1:
privacy-aware-worker  | result_id: RES004563 | student_id: STU20240507 | course_id: TECH301 | semester: 5 | academic_year: 2023-2024 | grade: D+ | score: 64 | credits: 4 | remarks: Pass - Needs Improvement | record_type: csv_row | row_index: 4562 | source: csv_upload
privacy-aware-worker  | ---
privacy-aware-worker  | 
privacy-aware-worker  | DOCUMENT RECORD 2:
privacy-aware-worker  | result_id: RES004562 | student_id: STU20240507 | course_id: COMM201 | semester: 3 | academic_year: 2022-2023 | grade: C | score: 65 | credits: 4 | remarks: Pass | record_type: csv_row | row_index: 4561 | source: csv_upload
privacy-aware-worker  | ---
privacy-aware-worker  | 
privacy-aware-worker  | DOCUMENT RECORD 3:
privacy-aware-worker  | result_id: RES004561 | student_id: STU20240507 | course_id: ENG102 | semester: 1 | academic_year: 2021-2022 | grade: C | score: 69 | credits: 3 | remarks: Pass | record_type: csv_row | row_index: 4560 | source: csv_upload
privacy-aware-worker  | ---
privacy-aware-worker  | 
privacy-aware-worker  | DOCUMENT RECORD 4:
privacy-aware-worker  | result_id: RES004560 | student_id: STU20240507 | course_id: LIT301 | semester: 5 | academic_year: 2023-2024 | grade: C | score: 65 | credits: 4 | remarks: Pass | record_type: csv_row | row_index: 4559 | source: csv_uploa
privacy-aware-worker  | INFO:presidio-analyzer:Fetching all recognizers for language en
privacy-aware-worker  | INFO:presidio-analyzer:Fetching all recognizers for language en
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity WORK_OF_ART is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity WORK_OF_ART is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | WARNING:presidio-analyzer:Entity CARDINAL is not mapped to a Presidio entity, but keeping anyway. Add to `NerModelConfiguration.labels_to_ignore` to remove.
privacy-aware-worker  | INFO:app:Context redaction produced 88 pii_map entries: ['[REDACTED:idx_0]', '[EMAIL:idx_0]', '[REDACTED:idx_1]', '[REDACTED:idx_2]', '[REDACTED:idx_3]', '[MEDICAL_LICENSE:idx_0]', '[MEDICAL_LICENSE:idx_1]', '[REDACTED:idx_4]', '[PHONE:idx_0]', '[REDACTED:idx_5]']
privacy-aware-worker  | INFO:app:OpenAI Gateway: Sending REDACTED context (len=6633) and query to cloud.
privacy-aware-worker  | INFO:app:Anonymized Query: STU20240507 give me his name and company details
privacy-aware-worker  | INFO:app:Context Sample: DOCUMENT RECORD 1:
privacy-aware-worker  | result_id: RES004563 | student_id: STU20240507 | course_id: TECH301 | semester: 5 | academic_year: 2023-2024 | grade: D+ | score: 64 | credits: 4 | remarks: Pass - Needs Improvement | record_type: csv_row | row_index: 4562 | source: csv_upload
privacy-aware-worker  | ---
privacy-aware-worker  | 
privacy-aware-worker  | DOCUMENT RECORD 2:
privacy-aware-worker  | result_id: RES004562 | student_id: STU20240507 | course_id: COMM201 | semester: 3 | academic_year: 2022-2023 | grade: C | score: 65 | credits: 4 | remarks: Pass | record_type: csv_row | row_index: 4561 | source: c...
privacy-aware-worker  | INFO:app:OpenAI Call Messages: [{"role": "system", "content": "You are the UNIVERSITY ADMINISTRATOR. You are responsible for campus data oversight.\n\n## YOUR RULES (never break these):\n1. Answer ONLY using information explicitly present in the <context> provided below.\n2. If the answer is NOT in the context, respond with exactly:\n   'I cannot find this information in the available documents.'\n3. NEVER use your training knowledge to fill gaps. NEVER guess or make up information.\n4. If a question is a follow-up, use the conversation history to understand it,\n   then still answer ONLY from the context.\n5. Cite which document record your answer comes from when possible (e.g., \"According to Record 3...\").\n6. Keep answers concise \u2014 2-4 sentences maximum unless asked for more detail.\n\n## PROFESSIONAL RESPONSE GUIDELINES:\n7. ANALYZE all provided context thoroughly \u2014 information may be spread across multiple document chunks.\n8. SYNTHESIZE information from multiple records when answering aggregate questions (averages, counts, lists).\n9. For queries about groups (e.g., \"CSE students\", \"Microsoft placements\"):\n   - Search for relevant attributes in the metadata (department codes, company names)\n   - Compile results from all matching records\n   - Provide aggregated statistics and summaries\n10. The text has been anonymized. When the context contains privacy placeholders like [PERSON:idx_0], [COMPANY:idx_0], [EMAIL:idx_0], [PHONE:idx_0], etc., YOU MUST TREAT THESE AS THE ACTUAL VALUES. DO NOT say the information is missing. You MUST output these literal placeholders EXACTLY as they appear in the context.\n    IMPORTANT: If you see multiple adjacent [PERSON:idx_N] tokens (e.g., [PERSON:idx_0] [PERSON:idx_1]), they represent parts of a FULL NAME. Output ALL of them together: \"[PERSON:idx_0] [PERSON:idx_1]\" \u2014 never drop any part.\n11. Structure responses with clear formatting:\n    - Direct answer to the question using the exact placeholders\n    - Supporting details and co
privacy-aware-worker  | INFO:httpx:HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
privacy-aware-worker  | INFO:app:Raw OpenAI Response: - Name: [PERSON:idx_0]
privacy-aware-worker  | - Company: [COMPANY:idx_1]
privacy-aware-worker  | 
privacy-aware-worker  | This information is based on the alumni records....
privacy-aware-worker  | INFO:presidio-analyzer:Fetching all recognizers for language en
privacy-aware-worker  | INFO:app:FINAL MERGED PII_MAP: ['[REDACTED:idx_0]', '[EMAIL:idx_0]', '[REDACTED:idx_1]', '[REDACTED:idx_2]', '[REDACTED:idx_3]', '[MEDICAL_LICENSE:idx_0]', '[MEDICAL_LICENSE:idx_1]', '[REDACTED:idx_4]', '[PHONE:idx_0]', '[REDACTED:idx_5]', '[EMAIL:idx_1]', '[REDACTED:idx_6]', '[REDACTED:idx_7]', '[COMPANY:idx_0]', '[REDACTED:idx_8]']
privacy-aware-worker  | INFO:app:PII MAP KEYS for this response: ['[REDACTED:idx_0]', '[EMAIL:idx_0]', '[REDACTED:idx_1]', '[REDACTED:idx_2]', '[REDACTED:idx_3]', '[MEDICAL_LICENSE:idx_0]', '[MEDICAL_LICENSE:idx_1]', '[REDACTED:idx_4]', '[PHONE:idx_0]', '[REDACTED:idx_5]', '[EMAIL:idx_1]', '[REDACTED:idx_6]', '[REDACTED:idx_7]', '[COMPANY:idx_0]', '[REDACTED:idx_8]', '[REDACTED:idx_9]', '[REDACTED:idx_10]', '[PHONE:idx_1]', '[REDACTED:idx_11]', '[EMAIL:idx_2]', '[REDACTED:idx_12]', '[REDACTED:idx_13]', '[COMPANY:idx_1]', '[REDACTED:idx_14]', '[REDACTED:idx_15]', '[PHONE:idx_2]', '[REDACTED:idx_16]', '[EMAIL:idx_3]', '[REDACTED:idx_17]', '[REDACTED:idx_18]', '[REDACTED:idx_19]', '[PHONE:idx_3]', '[REDACTED:idx_20]', '[EMAIL:idx_4]', '[REDACTED:idx_21]', '[REDACTED:idx_22]', '[REDACTED:idx_23]', '[PHONE:idx_4]', '[REDACTED:idx_24]', '[EMAIL:idx_5]', '[REDACTED:idx_25]', '[REDACTED:idx_26]', '[REDACTED:idx_27]', '[REDACTED:idx_28]', '[PHONE:idx_5]', '[REDACTED:idx_29]', '[EMAIL:idx_6]', '[REDACTED:idx_30]', '[REDACTED:idx_31]', '[REDACTED:idx_32]', '[REDACTED:idx_33]', '[PHONE:idx_6]', '[REDACTED:idx_34]', '[EMAIL:idx_7]', '[REDACTED:idx_35]', '[REDACTED:idx_36]', '[REDACTED:idx_37]', '[PHONE:idx_7]', '[REDACTED:idx_38]', '[EMAIL:idx_8]', '[REDACTED:idx_39]', '[REDACTED:idx_40]', '[REDACTED:idx_41]', '[LOCATION:idx_0]', '[LOCATION:idx_1]', '[REDACTED:idx_42]', '[PHONE:idx_8]', '[REDACTED:idx_43]', '[REDACTED:idx_44]', '[LOCATION:idx_2]', '[REDACTED:idx_45]', '[EMAIL:idx_9]', '[REDACTED:idx_46]', '[PERSON:idx_0]', '[REDACTED:idx_47]', '[REDACTED:idx_48]', '[REDACTED:idx_49]', '[REDACTED:idx_50]', '[REDACTED:idx_51]', '[EMAIL:idx_10]', '[REDACTED:idx_52]', '[PERSON:idx_1]', '[REDACTED:idx_53]', '[COMPANY:idx_2]', '[REDACTED:idx_54]', '[PERSON:idx_2]', '[PERSON:idx_3]', '[PERSON:idx_4]']
privacy-aware-worker  | INFO:app:USER ROLE sending pii_map: 'admin' (lower: 'admin')
privacy-aware-worker  | INFO:     172.18.0.8:50696 - "POST /chat HTTP/1.1" 200 OK
